time_s,wheel0_corrected_rad_s,wheel1_corrected_rad_s,wheel2_corrected_rad_s,wheel3_corrected_rad_s,FL_blowout_signal,RR_blowout_signal
0.00000000,19.24715112,19.15345695,19.00731632,19.08208888,0,0
0.01000000,19.27283160,19.18725402,19.08021254,19.09924283,0,0
0.02000000,19.22188862,19.14436069,19.03234607,19.08937651,0,0
0.03000000,19.23216082,19.20271430,19.11118365,19.21229708,0,0
0.04000000,19.31247856,19.28792635,19.16658442,19.17018792,0,0
0.05000000,19.34759892,19.36051037,19.17929701,19.16298092,0,0
0.06000000,19.34993300,19.35222415,19.18737202,19.33829994,0,0
0.07000000,19.36096024,19.39063407,19.31949819,19.36337436,0,0
0.08000000,19.41494709,19.42632709,19.30085958,19.42412298,0,0
0.09000000,19.44454381,19.48640230,19.31428172,19.47681038,0,0
0.10000000,19.45235027,19.48399674,19.32332216,19.47978701,0,0
0.11000000,19.42283361,19.53080077,19.41444279,19.53492405,0,0
0.12000000,19.49825752,19.58369463,19.42883932,19.47440175,0,0
0.13000000,19.56213049,19.57677271,19.42060899,19.50311615,0,0
0.14000000,19.59492368,19.57763963,19.45185031,19.54949285,0,0
0.15000000,19.55577497,19.56204025,19.44807818,19.53946530,0,0
0.16000000,19.56602525,19.58617150,19.50019730,19.53789398,0,0
0.17000000,19.62171171,19.65645970,19.48260685,19.54731021,0,0
0.18000000,19.67142140,19.69008719,19.54406216,19.56803645,0,0
0.19000000,19.69798590,19.71725059,19.66268422,19.63206111,0,0
0.20000000,19.71413028,19.71604640,19.66025145,19.62395020,0,0
0.21000000,19.74433101,19.70624975,19.60656315,19.60584700,0,0
0.22000000,19.75262348,19.70814807,19.60616250,19.64963997,0,0
0.23000000,19.77607642,19.72205597,19.70142857,19.67372595,0,0
0.24000000,19.80168481,19.73319471,19.76355149,19.68579858,0,0
0.25000000,19.84243751,19.75612513,19.75422885,19.68112865,0,0
0.26000000,19.86694603,19.77614109,19.74490678,19.68161162,0,0
0.27000000,19.88821580,19.81868459,19.72996517,19.67984432,0,0
0.28000000,19.92434599,19.81314071,19.67730288,19.69438155,0,0
0.29000000,19.95151959,19.81690899,19.67461860,19.71049928,0,0
0.30000000,19.98214735,19.85036036,19.71985942,19.74835750,0,0
0.31000000,19.98557319,19.87738657,19.78992676,19.78160193,0,0
0.32000000,20.02813535,19.92380259,19.84617841,19.80012828,0,0
0.33000000,20.08865483,19.97630264,19.79712942,19.83481122,0,0
0.34000000,20.09554864,19.98917443,19.82663417,19.85340429,0,0
0.35000000,20.05180278,20.00089397,19.84243360,19.92238277,0,0
0.36000000,20.00758783,20.04142836,19.95363755,19.98594261,0,0
0.37000000,20.05870213,20.07204764,20.00621302,20.04382440,0,0
0.38000000,20.12015850,20.11024507,20.03238155,20.12595328,0,0
0.39000000,20.17900395,20.16373610,20.07488293,20.24688380,0,0
0.40000000,20.19698330,20.22022616,20.15527198,20.27487585,0,0
0.41000000,20.20296460,20.25722456,20.12639935,20.26392520,0,0
0.42000000,20.21653689,20.28131873,20.12203767,20.31500662,0,0
0.43000000,20.25417720,20.31998175,20.18595722,20.31754684,0,0
0.44000000,20.28877855,20.36889423,20.22005444,20.32214706,0,0
0.45000000,20.32620339,20.36338313,20.16855057,20.31077853,0,0
0.46000000,20.32119954,20.36393857,20.22948594,20.32543655,0,0
0.47000000,20.35535371,20.39413606,20.20399039,20.31312090,0,0
0.48000000,20.39829038,20.42786734,20.22604277,20.31464185,0,0
0.49000000,20.42684142,20.43619931,20.25562884,20.31255267,0,0
0.50000000,20.38535179,20.41335681,20.14676574,20.38077716,0,0
0.51000000,20.42043570,20.45299063,20.51169225,20.43680492,0,0
0.52000000,20.49118180,20.48410816,20.41551346,20.41998068,0,0
0.53000000,20.49164466,20.47637487,20.43530737,20.36648332,0,0
0.54000000,20.50189490,20.42153638,20.41348584,20.39435732,0,0
0.55000000,20.52735099,20.48381638,20.43342383,20.39163395,0,0
0.56000000,20.61048786,20.50531201,20.42643636,20.47081205,0,0
0.57000000,20.62778446,20.52298858,20.36347667,20.40881321,0,0
0.58000000,20.62187453,20.47643502,20.41835179,20.44496398,0,0
0.59000000,20.58366427,20.51912319,20.46370581,20.39658371,0,0
0.60000000,20.63956778,20.49246610,20.44798690,20.42318983,0,0
0.61000000,20.66450268,20.56410271,20.47480796,20.44052607,0,0
0.62000000,20.65641595,20.59012565,20.47355456,20.50347449,0,0
0.63000000,20.64689187,20.55703406,20.65014807,20.49473096,0,0
0.64000000,20.71172626,20.57264359,20.54282925,20.53768004,0,0
0.65000000,20.72936025,20.56186308,20.56519787,20.53531130,0,0
0.66000000,20.66116398,20.59391964,20.50768935,20.56386824,0,0
0.67000000,20.65716959,20.63326475,20.58208496,20.67023713,0,0
0.68000000,20.68316534,20.65249789,20.68134785,20.74989451,0,0
0.69000000,20.72564622,20.67607211,20.65398538,20.72383473,0,0
0.70000000,20.74297955,20.70827953,20.69252851,20.83302890,0,0
0.71000000,20.78471777,20.78881409,20.79541138,20.84112082,0,0
0.72000000,20.78423378,20.82408744,20.73764030,20.80521693,0,0
0.73000000,20.78774005,20.80604489,20.68516143,20.84502331,0,0
0.74000000,20.79338180,20.83914908,20.72221176,20.88155909,0,0
0.75000000,20.82623017,20.89090896,20.77283450,20.82373539,0,0
0.76000000,20.86428545,20.92631309,20.71587428,20.84882796,0,0
0.77000000,20.86642828,20.89054456,20.79491992,20.85440353,0,0
0.78000000,20.84389327,20.85317269,20.82362187,20.88470874,0,0
0.79000000,20.87149570,20.85385292,20.82852849,20.87011915,0,0
0.80000000,20.92918261,20.90351242,20.73779096,20.87839270,0,0
0.81000000,20.93019303,20.94872105,20.90100843,20.92481997,0,0
0.82000000,20.91047877,20.92178938,20.96185405,20.96258640,0,0
0.83000000,20.90503944,20.90625291,20.92559934,20.92489122,0,0
0.84000000,20.91864473,20.87853107,20.88569480,20.87229590,0,0
0.85000000,20.96287466,20.88075095,20.87296572,20.82943142,0,0
0.86000000,21.00093699,20.90272803,20.87660611,20.85153574,0,0
0.87000000,21.02108158,20.90798023,20.87323398,20.88542561,0,0
0.88000000,21.02213058,20.90078371,20.82520952,20.87046293,0,0
0.89000000,21.03028574,20.89402629,20.85575108,20.86011261,0,0
0.90000000,21.02845455,20.90308918,20.87739078,20.87885098,0,0
0.91000000,21.05384372,20.91960274,20.87930875,20.88893186,0,0
0.92000000,21.07329194,20.95975012,20.89117861,20.93355262,0,0
0.93000000,21.09081130,20.98042617,20.95840821,20.94718345,0,0
0.94000000,21.14167038,20.96308548,21.00211521,20.91796100,0,0
0.95000000,21.16842455,21.00000818,20.97273525,20.92566113,0,0
0.96000000,21.14062568,21.02076902,20.90788982,20.91271854,0,0
0.97000000,21.11138862,21.04490972,20.87385892,20.99047438,0,0
0.98000000,21.10702441,21.09794971,20.99200858,21.06615071,0,0
0.99000000,21.14181885,21.11290122,21.04678103,21.08257775,0,0
1.00000000,21.16896709,21.11848346,21.06796586,21.15828439,0,0
1.01000000,21.18709065,21.17901294,21.14133141,21.24624472,0,0
1.02000000,21.21857944,21.23975022,21.22570053,21.23183038,0,0
1.03000000,21.19562074,21.26079431,21.12576415,21.24298752,0,0
1.04000000,21.20198949,21.27201967,21.10539260,21.26184034,0,0
1.05000000,21.20008885,21.28694666,21.18755523,21.28387517,0,0
1.06000000,21.32583610,21.28374880,21.14315094,21.20205390,0,0
1.07000000,21.28567654,21.29401785,21.08905894,21.27108869,0,0
1.08000000,21.27327615,21.31400046,21.17186049,21.24933976,0,0
1.09000000,21.28104068,21.31034123,21.16484538,21.24366009,0,0
1.10000000,21.30472026,21.29565510,21.26999491,21.23739987,0,0
1.11000000,21.34614990,21.34354555,21.11041961,21.25161884,0,0
1.12000000,21.34496280,21.32281843,21.40911726,21.27740640,0,0
1.13000000,21.34876209,21.33643911,21.36176001,21.31611883,0,0
1.14000000,21.34799219,21.34543403,21.30405478,21.25969693,0,0
1.15000000,21.35696637,21.30078424,21.33584301,21.21815210,0,0
1.16000000,21.39891286,21.31388656,21.32436508,21.21946018,0,0
1.17000000,21.46993039,21.32459596,21.31006221,21.25897178,0,0
1.18000000,21.41265385,21.31037106,21.23413886,21.24276076,0,0
1.19000000,21.43193792,21.28005902,21.23354538,21.24599028,0,0
1.20000000,21.43971897,21.33330896,21.30476666,21.24318292,0,0
1.21000000,21.49989714,21.28309745,21.24448191,21.23668522,0,0
1.22000000,21.49364757,21.33675129,21.33770887,21.33069703,0,0
1.23000000,21.46968873,21.34851798,21.28177749,21.27721732,0,0
1.24000000,21.49746497,21.36210407,21.45956464,21.32424316,0,0
1.25000000,21.54408630,21.41408698,21.35080272,21.29377259,0,0
1.26000000,21.52306473,21.42507776,21.29882447,21.28738511,0,0
1.27000000,21.46884590,21.45040732,21.30496007,21.38790121,0,0
1.28000000,21.49874084,21.48492978,21.36276985,21.43464760,0,0
1.29000000,21.52338174,21.51890075,21.45362233,21.51224391,0,0
1.30000000,21.57221941,21.53132647,21.43009962,21.56735176,0,0
1.31000000,21.61853802,21.56570744,21.52108970,21.59444767,0,0
1.32000000,21.57561352,21.59494960,21.52929857,21.61421099,0,0
1.33000000,21.54568631,21.60084820,21.45876447,21.67229849,0,0
1.34000000,21.55161761,21.63734407,21.50025346,21.69206032,0,0
1.35000000,21.62312669,21.69208449,21.52683025,21.66351641,0,0
1.36000000,21.67746651,21.71206460,21.48399778,21.65630899,0,0
1.37000000,21.65058549,21.65877698,21.52430470,21.61468994,0,0
1.38000000,21.63633226,21.63067677,21.53620742,21.62679464,0,0
1.39000000,21.64626791,21.64964495,21.55068232,21.64431702,0,0
1.40000000,21.67893782,21.68717267,21.53331322,21.62877106,0,0
1.41000000,21.68005937,21.69800656,21.55549229,21.63349450,0,0
1.42000000,21.68678207,21.71763906,21.66041210,21.68416599,0,0
1.43000000,21.70877171,21.68858702,21.73404730,21.66351064,0,0
1.44000000,21.71537558,21.63779216,21.66834996,21.63692645,0,0
1.45000000,21.74397010,21.65346490,21.61932048,21.60660722,0,0
1.46000000,21.78537668,21.68964526,21.61111051,21.58873378,0,0
1.47000000,21.81641070,21.70864172,21.59780175,21.60789338,0,0
1.48000000,21.78664463,21.68069062,21.56962364,21.59075341,0,0
1.49000000,21.76961447,21.64960442,21.62088601,21.59951775,0,0
1.50000000,21.80149663,21.62924557,21.62667154,21.60873381,0,0
1.51000000,21.85572115,21.65832753,21.60278479,21.62962386,0,0
1.52000000,21.84648541,21.72635286,21.63798321,21.64854490,0,0
1.53000000,21.80043641,21.70572028,21.68718521,21.64119552,0,0
1.54000000,21.84666650,21.74025915,21.76307831,21.66601834,0,0
1.55000000,21.86984397,21.74432210,21.65698150,21.66184132,0,0
1.56000000,21.87259384,21.76696605,21.63434387,21.70492296,0,0
1.57000000,21.85204695,21.81931352,21.67461805,21.79038795,0,0
1.58000000,21.83842357,21.85195113,21.75157692,21.82611802,0,0
1.59000000,21.85141587,21.86363329,21.78703525,21.88530963,0,0
1.60000000,21.91002116,21.89164812,21.81418585,21.96343577,0,0
1.61000000,21.96454481,21.91718315,21.91418015,22.00949686,0,0
1.62000000,21.91833917,21.88995126,21.87933716,21.96620243,0,0
1.63000000,21.91917202,22.05888245,21.84834246,22.02257406,0,0
1.64000000,21.92343202,22.04955741,21.91062826,21.99801370,0,0
1.65000000,21.99713638,22.08385659,21.91222959,21.96179427,0,0
