time_s,wheel0_corrected_rad_s,wheel1_corrected_rad_s,wheel2_corrected_rad_s,wheel3_corrected_rad_s,FL_blowout_signal,RR_blowout_signal
0.00000000,57.35674556,57.09709688,56.96767984,56.95742945,0,0
0.01000000,57.30361935,57.09231453,56.95388729,56.97330154,0,0
0.02000000,57.31854404,57.08683118,56.94470396,57.08719653,0,0
0.03000000,57.37400712,57.10851131,56.96955380,57.15341658,0,0
0.04000000,57.34902874,57.11983654,56.98474748,57.15150391,0,0
0.05000000,57.34881586,57.14294659,56.97450788,57.08229536,0,0
0.06000000,57.37198410,57.15704913,56.99029620,56.97976492,0,0
0.07000000,57.35589121,57.17208764,56.95846177,56.97769638,0,0
0.08000000,57.40377902,57.14156855,56.93565294,56.97916723,0,0
0.09000000,57.38156395,57.07503608,56.91071699,57.15234837,0,0
0.10000000,57.34327193,57.07396133,56.98793095,57.19736906,0,0
0.11000000,57.34704157,57.15438803,57.02075530,57.16346489,0,0
0.12000000,57.34740630,57.16498055,57.03627455,57.03392861,0,0
0.13000000,57.40731984,57.17362562,56.96427960,56.92998047,0,0
0.14000000,57.39849184,57.13035633,56.94469565,56.96012460,0,0
0.15000000,57.34763522,57.08872297,57.00042099,57.04336076,0,0
0.16000000,57.33796314,57.11280368,57.00200543,57.17339050,0,0
0.17000000,57.38588464,57.17660631,57.05814969,57.19595892,0,0
0.18000000,57.37574551,57.15524409,56.95946082,57.17121897,0,0
0.19000000,57.38811157,57.11265289,56.91282841,57.02745923,0,0
0.20000000,57.34723573,57.14621573,56.94857266,56.99481112,0,0
0.21000000,57.36964937,57.10788379,56.98011556,57.00484399,0,0
0.22000000,57.38382670,57.15027215,57.02783596,57.04364602,0,0
0.23000000,57.29603071,57.09499003,57.00086669,57.21188547,0,0
0.24000000,57.29767227,57.09822752,56.99660541,57.17584052,0,0
0.25000000,57.37666048,57.08933416,56.98302622,57.10367144,0,0
0.26000000,57.43550134,57.18123827,56.99964158,56.99219518,0,0
0.27000000,57.38718388,57.19911971,56.96249654,56.94497387,0,0
0.28000000,57.33821874,57.16546625,56.97409480,57.00395783,0,0
0.29000000,57.29238139,57.12937891,57.02930467,57.17142918,0,0
0.30000000,57.39038462,57.12933429,57.03744785,57.24272432,0,0
0.31000000,57.44380281,57.14386870,57.02398224,57.25833626,0,0
0.32000000,57.36400433,57.08273333,56.98366644,57.18023124,0,0
0.33000000,57.36141036,57.13067346,57.01923857,56.95020381,0,0
0.34000000,57.32206984,57.15861825,57.00699533,56.96686589,0,0
0.35000000,57.35485974,57.12358595,57.01053375,57.00597135,0,0
0.36000000,57.39686450,57.15152488,56.94176384,57.03191266,0,0
0.37000000,57.32088514,57.10141661,57.02619182,57.18475829,0,0
0.38000000,57.40682421,57.16501652,56.96866764,57.16259654,0,0
0.39000000,57.31339982,57.09180247,57.05415424,57.07876127,0,0
0.40000000,57.36707105,57.21012595,56.93364969,57.01040878,0,0
0.41000000,57.41077106,57.15900997,56.92684724,56.97818388,0,0
0.42000000,57.41755612,57.18057954,56.96057451,57.01563424,0,0
0.43000000,57.29920544,57.07675070,57.02242603,57.18520661,0,0
0.44000000,57.31438552,57.04923080,57.10992427,57.20014698,0,0
0.45000000,57.31479640,57.11030096,56.94600474,57.19088074,0,0
0.46000000,57.40775381,57.08227446,56.97620568,57.04185097,0,0
0.47000000,57.36398168,57.09911825,56.92022026,56.95877785,0,0
0.48000000,57.35516206,57.12783920,56.99810674,56.96408787,0,0
0.49000000,57.35404996,57.12742888,57.00442344,57.05619935,0,0
0.50000000,57.34182094,57.15522613,57.04301642,57.21446844,0,0
0.51000000,57.30578512,57.08649668,57.00743630,57.24225014,0,0
0.52000000,57.32093508,57.08580118,56.93100444,57.13405510,0,0
0.53000000,57.37307720,57.14715627,56.96403551,57.09726144,0,0
0.54000000,57.35658805,57.11725176,56.95669917,56.96615425,0,0
0.55000000,57.33687886,57.12496024,57.03167783,56.94846929,0,0
0.56000000,57.30543405,57.05410739,56.95347725,56.97404550,0,0
0.57000000,57.29318703,57.02421190,56.97453995,57.14610844,0,0
0.58000000,57.38238768,57.01796869,57.03402644,57.15582023,0,0
0.59000000,57.30225974,57.10132747,56.99888812,57.07312094,0,0
0.60000000,57.33505937,57.13205041,56.98566797,57.05360016,0,0
0.61000000,57.25500443,57.11722720,56.96395432,56.98636745,0,0
0.62000000,57.36036222,57.14099920,56.97380511,57.02848824,0,0
0.63000000,57.34929225,57.11997363,56.94303801,57.17097876,0,0
0.64000000,57.30316250,57.05981098,57.00998568,57.21824031,0,0
0.65000000,57.27005232,57.03384220,57.03967080,57.18567560,0,0
0.66000000,57.30061040,57.07754549,57.06974674,57.04459775,0,0
0.67000000,57.37381955,57.11819785,57.01025156,56.93630580,0,0
0.68000000,57.37881224,57.10652238,56.95923906,56.93357084,0,0
0.69000000,57.31211144,57.09170332,56.95119026,56.90876050,0,0
0.70000000,57.22082895,57.08414203,56.94904255,57.09963392,0,0
0.71000000,57.29626970,57.07927342,57.00514002,57.20632825,0,0
0.72000000,57.36163984,57.10074166,56.99063912,57.22608205,0,0
0.73000000,57.37065916,57.04015934,56.97498359,57.12171729,0,0
0.74000000,57.29794118,57.09685583,56.92195702,57.00262448,0,0
0.75000000,57.27311489,57.15887635,56.95092813,56.99114216,0,0
0.76000000,57.29865092,57.12450965,57.02633408,56.99014861,0,0
0.77000000,57.31700135,57.07811103,57.00911169,57.13507277,0,0
0.78000000,57.34935607,57.03530725,57.01135733,57.13053065,0,0
0.79000000,57.41049946,57.07226175,56.97135160,57.14535256,0,0
0.80000000,57.39578120,57.10677597,56.98619632,57.04933287,0,0
0.81000000,57.26840735,57.16208461,56.92662916,56.93081417,0,0
0.82000000,57.26002544,57.11088335,56.90923339,56.91363817,0,0
0.83000000,57.29928732,57.08657922,56.99015388,57.02478100,0,0
0.84000000,57.35636505,57.05911877,56.98892848,57.18791251,0,0
0.85000000,57.36586636,57.10485280,56.98926165,57.17857063,0,0
0.86000000,57.30672722,57.12535923,56.91641823,57.14831325,0,0
0.87000000,57.32814854,57.09496237,56.92183520,57.02721797,0,0
0.88000000,57.33053729,57.11805692,56.97142298,56.93071985,0,0
0.89000000,57.35680203,57.08071699,56.99586560,56.93955369,0,0
0.90000000,57.31890895,57.08998922,57.02224855,57.05449119,0,0
0.91000000,57.31042209,57.05281688,56.96570074,57.11715193,0,0
0.92000000,57.34097536,57.10350372,56.95014830,57.14386989,0,0
0.93000000,57.37376926,57.12565792,56.88495777,57.07306985,0,0
0.94000000,57.37504186,57.14554113,56.89926732,56.97038015,0,0
0.95000000,57.33609032,57.16455121,56.95444009,56.97019068,0,0
0.96000000,57.36009014,57.15190385,57.00495978,56.97980440,0,0
0.97000000,57.33883749,57.11333565,57.00501382,57.13743024,0,0
0.98000000,57.33048596,57.03134572,56.99431828,57.20606098,0,0
0.99000000,57.36632277,57.07607553,56.97905730,57.15240344,0,0
1.00000000,57.35475052,57.10661673,56.98951644,57.07074269,0,0
1.01000000,57.34423834,57.13799890,56.96540951,56.96008629,0,0
1.02000000,57.31915167,57.15766743,56.95328599,56.93700351,0,0
1.03000000,57.33608335,57.10055758,56.97897441,56.93185134,0,0
1.04000000,57.35868479,57.09806980,56.95218345,57.07262018,0,0
1.05000000,57.34138196,57.09937617,56.96791463,57.16077045,0,0
