time_s,wheel0_corrected_rad_s,wheel1_corrected_rad_s,wheel2_corrected_rad_s,wheel3_corrected_rad_s,FL_blowout_signal,RR_blowout_signal
0.00000000,52.51852373,52.23241675,52.13667743,52.29586376,0,0
0.01000000,52.53851579,52.21135561,52.06604191,52.15852051,0,0
0.02000000,52.45247927,52.22655932,52.18984536,52.10436042,0,0
0.03000000,52.42077554,52.25364140,52.11300139,52.10745471,0,0
0.04000000,52.48639613,52.32295265,52.18466830,52.08721421,0,0
0.05000000,52.49103553,52.25410373,52.14679801,52.32811165,0,0
0.06000000,52.49626933,52.20563588,52.11889038,52.33558228,0,0
0.07000000,52.44460305,52.14273496,52.08253950,52.36530898,0,0
0.08000000,52.47895017,52.28053496,52.10730881,52.23514145,0,0
0.09000000,52.54642428,52.35053359,52.12428715,52.12483277,0,0
0.10000000,52.46906073,52.29164185,52.17881172,52.11652988,0,0
0.11000000,52.44036975,52.18051399,52.19383752,52.27038933,0,0
0.12000000,52.45096784,52.19438730,52.19447688,52.33591346,0,0
0.13000000,52.54419465,52.26741712,52.23152813,52.30627440,0,0
0.14000000,52.51405192,52.29567941,52.18507995,52.27574222,0,0
0.15000000,52.50737196,52.28168012,52.24949435,52.09693202,0,0
0.16000000,52.45164264,52.21338868,52.18582676,52.08833217,0,0
0.17000000,52.46290462,52.25019176,52.18188147,52.12086204,0,0
0.18000000,52.48591395,52.30122207,52.14713448,52.30269843,0,0
0.19000000,52.52898575,52.29788509,52.15425471,52.33443088,0,0
0.20000000,52.49387393,52.22916493,52.09920561,52.35946027,0,0
0.21000000,52.52671549,52.26570601,52.10939124,52.18008495,0,0
0.22000000,52.55615768,52.30837409,52.11338663,52.13353305,0,0
0.23000000,52.45178429,52.27595267,52.15858709,52.18829191,0,0
0.24000000,52.44531180,52.25630543,52.22116118,52.31959794,0,0
0.25000000,52.48285535,52.23979230,52.17793319,52.34457543,0,0
0.26000000,52.52735697,52.24425508,52.17665500,52.29673559,0,0
0.27000000,52.50297530,52.24605737,52.12564953,52.24099802,0,0
0.28000000,52.50347609,52.28219486,52.21050259,52.09134884,0,0
0.29000000,52.47102932,52.27718408,52.13410758,52.11719961,0,0
0.30000000,52.50910897,52.29140945,52.20841852,52.12438739,0,0
0.31000000,52.48130905,52.25228310,52.18591137,52.36896945,0,0
0.32000000,52.49656801,52.28139296,52.19221856,52.40237706,0,0
0.33000000,52.48576701,52.19752211,52.16980379,52.42471707,0,0
0.34000000,52.56661610,52.33026945,52.17958834,52.24968585,0,0
0.35000000,52.58410774,52.29420206,52.18271945,52.14364517,0,0
0.36000000,52.46100897,52.27446408,52.13529449,52.13023095,0,0
0.37000000,52.39824107,52.24480721,52.18451248,52.23621113,0,0
0.38000000,52.49384500,52.20332006,52.19703976,52.34688728,0,0
0.39000000,52.54325947,52.26170129,52.24550909,52.32859231,0,0
0.40000000,52.52855553,52.28675734,52.15834319,52.25019490,0,0
0.41000000,52.57070947,52.33477295,52.19708027,52.08380963,0,0
0.42000000,52.44590626,52.27630816,52.07376623,52.10012873,0,0
0.43000000,52.48056311,52.31824528,52.16646364,52.09483234,0,0
0.44000000,52.50044422,52.26470002,52.21564393,52.34582835,0,0
0.45000000,52.48569933,52.21613955,52.22330675,52.41122196,0,0
0.46000000,52.48543257,52.21995855,52.12695255,52.39915593,0,0
0.47000000,52.50483294,52.32616804,52.10283547,52.23501879,0,0
0.48000000,52.58473971,52.28977756,52.14228755,52.13059198,0,0
0.49000000,52.45019069,52.24562318,52.17665593,52.18654371,0,0
0.50000000,52.49417727,52.30201821,52.21469466,52.24576195,0,0
0.51000000,52.46459912,52.27675670,52.18486318,52.36534383,0,0
0.52000000,52.46664736,52.25179926,52.19035919,52.34232329,0,0
0.53000000,52.51330491,52.18052217,52.16463004,52.26321922,0,0
0.54000000,52.57540781,52.30816036,52.17954511,52.16292114,0,0
0.55000000,52.47354749,52.21534026,52.15549445,52.09956078,0,0
0.56000000,52.47400109,52.33868879,52.22311975,52.15345721,0,0
0.57000000,52.41782376,52.34448372,52.17437261,52.35657226,0,0
0.58000000,52.57264216,52.25077023,52.18153091,52.37330308,0,0
0.59000000,52.46061306,52.18082862,52.12186102,52.34139820,0,0
0.60000000,52.56910590,52.25553979,52.14352991,52.22499014,0,0
0.61000000,52.48537950,52.24978333,52.21006228,52.18163799,0,0
0.62000000,52.44536000,52.34974445,52.13613813,52.18110448,0,0
0.63000000,52.50853605,52.26944601,52.26590835,52.23115787,0,0
0.64000000,52.45269139,52.24795713,52.14751287,52.31942575,0,0
0.65000000,52.45941143,52.11809788,52.16061623,52.26921563,0,0
0.66000000,52.57776539,52.27164684,52.15042647,52.22608020,0,0
0.67000000,52.60744484,52.34816889,52.13983933,52.08110317,0,0
0.68000000,52.43955871,52.30318517,52.15292308,52.09829868,0,0
